,PH,PL
2005-12-08,1262.1666666666665,1263.4166666666667
2005-12-09,1264.2916666666665,1264.4166666666667
2005-12-12,1265.9583333333335,1265.8333333333333
2005-12-13,1273.0833333333335,1270.3333333333333
2005-12-14,1277.7916666666665,1274.9166666666667
2005-12-15,1275.1666666666665,1277.1666666666667
2005-12-16,1279.268310546875,1277.5533447265625
2005-12-19,1274.4166666666665,1280.1666666666667
2005-12-20,1273.125,1273.5
2005-12-21,1275.625,1277.5
2005-12-22,1279.5,1276.5
2005-12-23,1281.125,1280.0
2005-12-27,1271.5833333333335,1279.3333333333333
2005-12-28,1270.375,1270.75
2005-12-29,1266.0416666666665,1269.1666666666667
2005-12-30,1260.2916666666665,1261.9166666666667
2006-01-03,1276.3333333333335,1266.0833333333333
2006-01-04,1284.1666666666665,1280.1666666666667
2006-01-05,1285.6666666666665,1283.9166666666667
2006-01-06,1295.0416666666665,1289.9166666666667
2006-01-09,1299.625,1298.5
2006-01-10,1300.0,1297.0
2006-01-11,1303.9166666666665,1301.4166666666667
2006-01-12,1299.0416666666665,1300.6666666666667
2006-01-13,1297.4166666666665,1296.4166666666667
2006-01-16,1298.8333333333335,1296.0833333333333
2006-01-17,1294.4583333333335,1294.3333333333333
2006-01-18,1288.0,1285.75
2006-01-19,1292.7083333333335,1291.0833333333333
2006-01-20,1273.75,1285.75
2006-01-23,1273.9166666666665,1272.9166666666667
2006-01-24,1275.9166666666665,1277.1666666666667
2006-01-25,1275.375,1273.5
2006-01-26,1281.9166666666665,1279.4166666666667
2006-01-27,1292.4583333333335,1287.0833333333333
2006-01-30,1293.75,1294.5
2006-01-31,1288.8333333333335,1289.8333333333333
2006-02-01,1290.4583333333335,1285.0833333333333
2006-02-02,1279.2916666666665,1286.1666666666667
2006-02-03,1272.0,1276.5
2006-02-06,1273.25,1271.75
2006-02-07,1264.3333333333335,1269.8333333333333
2006-02-08,1271.4166666666665,1265.9166666666667
2006-02-09,1272.6666666666665,1278.4166666666667
2006-02-10,1272.1666666666665,1268.9166666666667
2006-02-13,1270.4583333333335,1269.5833333333333
2006-02-14,1281.25,1275.25
2006-02-15,1285.9166666666665,1281.9166666666667
2006-02-16,1295.125,1290.25
2006-02-17,1294.0416666666665,1294.1666666666667
2006-02-20,1293.5416666666665,1292.9166666666667
2006-02-21,1291.375,1294.75
2006-02-22,1296.5,1294.25
2006-02-23,1295.5833333333335,1296.5833333333333
2006-02-24,1297.2083333333335,1294.8333333333333
2006-02-27,1299.625,1301.5
2006-02-28,1289.1666666666665,1294.1666666666667
2006-03-01,1295.5,1291.0
2006-03-02,1295.5416666666665,1292.6666666666667
2006-03-03,1292.5,1295.5
2006-03-06,1285.9166666666665,1290.1666666666667
2006-03-07,1281.875,1280.0
2006-03-08,1283.0833333333335,1278.8333333333333
2006-03-09,1278.875,1284.5
2006-03-10,1286.3333333333335,1281.3333333333333
2006-03-13,1290.4583333333335,1290.3333333333333
2006-03-14,1300.9583333333335,1293.3333333333333
2006-03-15,1307.5,1303.75
2006-03-16,1311.1666666666665,1310.9166666666667
2006-03-17,1313.856689453125,1309.9466552734375
2006-03-20,1321.0833333333335,1322.8333333333333
2006-03-21,1314.5,1320.5
2006-03-22,1318.125,1314.0
2006-03-23,1316.6666666666665,1316.4166666666667
2006-03-24,1317.4583333333335,1316.5833333333333
2006-03-27,1316.0416666666665,1316.1666666666667
2006-03-28,1309.2916666666665,1314.6666666666667
2006-03-29,1314.2916666666665,1312.1666666666667
2006-03-30,1314.0,1318.5
2006-03-31,1312.4166666666665,1312.1666666666667
2006-04-03,1312.5416666666665,1317.9166666666667
2006-04-04,1317.9166666666665,1312.4166666666667
2006-04-05,1323.25,1321.0
2006-04-06,1321.75,1319.5
2006-04-07,1311.875,1320.5
2006-04-10,1310.1666666666665,1309.1666666666667
2006-04-11,1300.5,1305.0
2006-04-12,1300.4583333333335,1300.3333333333333
2006-04-13,1299.2916666666665,1299.4166666666667
2006-04-17,1297.9583333333335,1297.8333333333333
2006-04-18,1315.4166666666665,1306.1666666666667
2006-04-19,1319.6666666666665,1317.9166666666667
2006-04-20,1322.4166666666665,1323.6666666666667
2006-04-21,1322.3333333333335,1323.3333333333333
2006-04-24,1319.25,1318.5
2006-04-25,1314.8333333333335,1315.8333333333333
2006-04-26,1315.0416666666665,1318.1666666666667
2006-04-27,1318.5416666666665,1314.1666666666667
2006-04-28,1321.125,1321.5
2006-05-01,1315.4166666666665,1321.9166666666667
2006-05-02,1321.5416666666665,1317.1666666666667
2006-05-03,1317.625,1318.75
2006-05-04,1321.5416666666665,1320.1666666666667
2006-05-05,1332.25,1327.0
2006-05-08,1332.7916666666665,1334.4166666666667
2006-05-09,1333.9583333333335,1333.0833333333333
2006-05-10,1331.9583333333335,1329.5833333333333
2006-05-11,1319.125,1326.25
2006-05-12,1302.2083333333335,1311.0833333333333
2006-05-15,1300.5416666666665,1295.4166666666667
2006-05-16,1300.5416666666665,1302.1666666666667
2006-05-17,1279.0,1294.0
2006-05-18,1270.25,1277.0
2006-05-19,1274.4583333333335,1270.5833333333333
2006-05-22,1267.875,1270.5
2006-05-23,1261.4166666666665,1273.1666666666667
2006-05-24,1264.625,1260.5
2006-05-25,1278.0416666666665,1269.1666666666667
2006-05-26,1286.375,1282.25
2006-05-29,1285.5,1287.0
2006-05-30,1268.5,1279.0
2006-05-31,1274.5416666666665,1267.1666666666667
2006-06-01,1287.8333333333335,1279.0833333333333
2006-06-02,1293.0416666666665,1292.4166666666667
2006-06-05,1277.0416666666665,1284.6666666666667
2006-06-06,1270.3333333333335,1269.0833333333333
2006-06-07,1263.75,1272.0
2006-06-08,1258.0833333333335,1250.8333333333333
2006-06-09,1257.9583333333335,1263.8333333333333
2006-06-12,1244.8333333333335,1254.8333333333333
2006-06-13,1230.7083333333335,1241.8333333333333
2006-06-14,1233.9583333333335,1228.5833333333333
2006-06-15,1258.0416666666665,1246.1666666666667
2006-06-16,1257.893310546875,1260.3033447265625
2006-06-19,1256.375,1265.0
2006-06-20,1257.9166666666665,1259.1666666666667
2006-06-21,1265.75,1262.75
2006-06-22,1261.9583333333335,1264.8333333333333
2006-06-23,1261.1666666666665,1263.1666666666667
2006-06-26,1264.25,1261.25
2006-06-27,1256.7083333333335,1262.5833333333333
2006-06-28,1260.9166666666665,1255.4166666666667
2006-06-29,1283.4583333333335,1271.3333333333333
2006-06-30,1285.75,1289.5
2006-07-04,1292.5,1291.75
2006-07-05,1285.2083333333335,1286.5833333333333
2006-07-06,1287.75,1287.75
2006-07-07,1281.8333333333335,1287.3333333333333
2006-07-10,1282.2083333333335,1282.8333333333333
2006-07-11,1284.8333333333335,1277.5833333333333
2006-07-12,1275.2083333333335,1281.0833333333333
2006-07-13,1256.0833333333335,1266.8333333333333
2006-07-14,1247.5833333333335,1248.5833333333333
2006-07-17,1245.7083333333335,1246.3333333333333
2006-07-18,1248.4583333333335,1241.5833333333333
2006-07-19,1265.5,1259.5
2006-07-20,1261.4166666666665,1267.9166666666667
2006-07-21,1252.125,1259.25
2006-07-24,1268.75,1257.5
2006-07-25,1276.2083333333335,1275.3333333333333
2006-07-26,1278.25,1278.25
2006-07-27,1277.9166666666665,1279.9166666666667
2006-07-28,1287.25,1281.25
2006-07-31,1286.7083333333335,1286.5833333333333
2006-08-01,1281.7083333333335,1281.5833333333333
2006-08-02,1288.5,1286.25
2006-08-03,1290.4583333333335,1285.0833333333333
2006-08-04,1291.625,1293.5
2006-08-07,1286.9583333333335,1286.0833333333333
2006-08-08,1282.7916666666665,1285.9166666666667
2006-08-09,1278.75,1285.5
2006-08-10,1278.5833333333335,1272.8333333333333
2006-08-11,1276.9583333333335,1276.0833333333333
2006-08-14,1279.5,1283.25
2006-08-15,1290.75,1284.75
2006-08-16,1302.1666666666665,1296.6666666666667
2006-08-17,1305.7083333333335,1304.8333333333333
2006-08-18,1310.4166666666665,1305.6666666666667
2006-08-21,1307.375,1307.75
2006-08-22,1306.8333333333335,1306.3333333333333
2006-08-23,1302.7916666666665,1302.9166666666667
2006-08-24,1301.375,1302.5
2006-08-25,1302.75,1303.5
2006-08-28,1307.8333333333335,1305.0833333333333
2006-08-29,1309.0833333333335,1306.3333333333333
2006-08-30,1310.4166666666665,1311.6666666666667
2006-08-31,1310.5416666666665,1310.6666666666667
2006-09-01,1316.4583333333335,1313.3333333333333
2006-09-04,1320.5416666666665,1318.4166666666667
2006-09-05,1319.125,1318.0
2006-09-06,1309.25,1313.75
2006-09-07,1301.75,1303.25
2006-09-08,1303.875,1302.75
2006-09-11,1304.5,1301.5
2006-09-12,1316.0833333333335,1308.0833333333333
2006-09-13,1321.9166666666665,1320.1666666666667
2006-09-14,1322.4583333333335,1320.8333333333333
2006-09-15,1327.7466634114585,1326.6266682942708
2006-09-18,1338.75,1337.25
2006-09-19,1334.875,1333.0
2006-09-20,1340.875,1339.0
2006-09-21,1336.0833333333335,1338.5833333333333
2006-09-22,1331.0833333333335,1331.3333333333333
2006-09-25,1339.0833333333335,1334.0833333333333
2006-09-26,1349.625,1343.25
2006-09-27,1352.375,1351.25
2006-09-28,1352.0833333333335,1351.5833333333333
2006-09-29,1351.2083333333335,1353.3333333333333
2006-10-02,1346.6666666666665,1350.1666666666667
2006-10-03,1347.7916666666665,1346.4166666666667
2006-10-04,1360.2916666666665,1351.4166666666667
2006-10-05,1365.4583333333335,1364.5833333333333
2006-10-06,1363.1666666666665,1361.4166666666667
2006-10-09,1363.8333333333335,1362.5833333333333
2006-10-10,1365.5416666666665,1364.9166666666667
2006-10-11,1363.25,1361.0
2006-10-12,1373.9166666666665,1368.4166666666667
2006-10-13,1377.7916666666665,1375.6666666666667
2006-10-16,1380.625,1379.5
2006-10-17,1376.1666666666665,1374.4166666666667
2006-10-18,1378.0,1379.5
2006-10-19,1378.5833333333335,1376.5833333333333
2006-10-20,1379.4166666666665,1377.6666666666667
2006-10-23,1386.8333333333335,1390.0833333333333
2006-10-24,1388.75,1385.75
2006-10-25,1393.0,1389.25
2006-10-26,1397.0416666666665,1394.1666666666667
2006-10-27,1390.5833333333335,1393.0833333333333
2006-10-30,1388.125,1387.75
2006-10-31,1387.875,1386.75
2006-11-01,1380.0416666666665,1386.1666666666667
2006-11-02,1376.375,1376.75
2006-11-03,1374.4583333333335,1377.3333333333333
2006-11-06,1386.4583333333335,1379.5833333333333
2006-11-07,1393.5833333333335,1392.3333333333333
2006-11-08,1394.9166666666665,1390.1666666666667
2006-11-09,1390.1666666666665,1393.6666666666667
2006-11-10,1389.0833333333335,1387.0833333333333
2006-11-13,1392.7916666666665,1392.1666666666667
2006-11-14,1400.5416666666665,1393.9166666666667
2006-11-15,1406.3333333333335,1405.8333333333333
2006-11-16,1409.5416666666665,1408.1666666666667
2006-11-17,1408.7083333333335,1405.5833333333333
2006-11-20,1409.6666666666665,1407.9166666666667
2006-11-21,1410.7916666666665,1409.4166666666667
2006-11-22,1413.2916666666665,1412.6666666666667
2006-11-23,1412.25,1412.25
2006-11-27,1392.1666666666665,1403.1666666666667
2006-11-28,1392.1666666666665,1388.1666666666667
2006-11-29,1405.1666666666665,1398.9166666666667
2006-11-30,1407.7083333333335,1406.8333333333333
2006-12-01,1404.3333333333335,1400.8333333333333
2006-12-04,1414.0416666666665,1408.9166666666667
2006-12-05,1420.6666666666665,1417.4166666666667
2006-12-06,1419.7916666666665,1419.9166666666667
2006-12-07,1415.4583333333335,1420.5833333333333
2006-12-08,1414.9583333333335,1414.8333333333333
2006-12-11,1419.0833333333335,1417.8333333333333
2006-12-12,1416.7916666666665,1413.9166666666667
2006-12-13,1419.375,1419.75
2006-12-14,1428.9166666666665,1422.6666666666667
2006-12-15,1433.82666015625,1434.086669921875
2006-12-18,1440.875,1444.25
2006-12-19,1440.3333333333335,1437.5833333333333
2006-12-20,1440.9166666666665,1442.9166666666667
2006-12-21,1435.875,1439.25
2006-12-22,1427.0833333333335,1432.5833333333333
2006-12-26,1432.5,1428.75
2006-12-27,1440.875,1437.5
2006-12-28,1439.1666666666665,1440.4166666666667
2006-12-29,1434.5,1437.5
2007-01-03,1430.9166666666665,1434.4166666666667
2007-01-04,1431.375,1428.0
2007-01-05,1423.125,1428.0
2007-01-08,1426.25,1422.5
2007-01-09,1425.5,1425.5
2007-01-10,1427.5,1421.5
2007-01-11,1435.0833333333335,1432.3333333333333
2007-01-12,1443.7916666666665,1437.9166666666667
2007-01-16,1444.2916666666665,1445.9166666666667
2007-01-17,1443.875,1444.25
2007-01-18,1439.375,1442.75
2007-01-19,1441.2083333333335,1439.5833333333333
2007-01-22,1436.6666666666665,1438.6666666666667
2007-01-23,1439.625,1437.0
2007-01-24,1449.375,1443.75
2007-01-25,1436.9583333333335,1445.0833333333333
2007-01-26,1432.5,1432.5
2007-01-29,1431.7916666666665,1433.4166666666667
2007-01-30,1437.6666666666665,1433.6666666666667
2007-01-31,1446.2916666666665,1441.1666666666667
2007-02-01,1454.2916666666665,1449.9166666666667
2007-02-02,1457.5833333333335,1456.3333333333333
2007-02-05,1457.875,1455.25
2007-02-06,1457.7083333333335,1456.0833333333333
2007-02-07,1460.2083333333335,1458.5833333333333
2007-02-08,1458.0833333333335,1455.3333333333333
2007-02-09,1449.3333333333335,1453.3333333333333
2007-02-12,1443.625,1445.5
2007-02-13,1452.5416666666665,1446.6666666666667
2007-02-14,1462.375,1459.0
2007-02-15,1464.3333333333335,1463.8333333333333
2007-02-16,1463.375,1461.5
2007-02-20,1465.5416666666665,1461.9166666666667
2007-02-21,1464.875,1463.0
2007-02-22,1464.0833333333335,1463.5833333333333
2007-02-23,1459.125,1460.25
2007-02-26,1457.9166666666665,1459.1666666666667
2007-02-27,1408.7916666666665,1434.4166666666667
2007-02-28,1412.5416666666665,1408.1666666666667
2007-03-01,1407.375,1399.5
2007-03-02,1394.6666666666665,1406.4166666666667
2007-03-05,1380.625,1390.75
2007-03-06,1396.7083333333335,1385.3333333333333
2007-03-07,1399.4166666666665,1402.9166666666667
2007-03-08,1408.0833333333335,1403.0833333333333
2007-03-09,1410.25,1411.0
2007-03-12,1411.1666666666665,1408.6666666666667
2007-03-13,1388.9166666666665,1401.4166666666667
2007-03-14,1390.25,1377.5
2007-03-15,1396.1666666666665,1395.1666666666667
2007-03-16,1399.538330078125,1394.7933349609375
2007-03-19,1417.2916666666665,1406.9166666666667
2007-03-20,1426.75,1421.5
2007-03-21,1446.7916666666665,1437.1666666666667
2007-03-22,1450.3333333333335,1451.3333333333333
2007-03-23,1452.0833333333335,1452.3333333333333
2007-03-26,1449.0,1445.25
2007-03-27,1445.6666666666665,1446.1666666666667
2007-03-28,1435.5,1438.5
2007-03-29,1436.25,1435.5
2007-03-30,1435.4583333333335,1433.0833333333333
2007-04-02,1437.4583333333335,1435.0833333333333
2007-04-03,1450.4583333333335,1445.0833333333333
2007-04-04,1453.0416666666665,1451.6666666666667
2007-04-05,1457.0,1454.75
2007-04-09,1459.9166666666665,1461.1666666666667
2007-04-10,1460.5833333333335,1459.3333333333333
2007-04-11,1454.4583333333335,1457.3333333333333
2007-04-12,1458.5416666666665,1452.6666666666667
2007-04-13,1464.8333333333335,1460.5833333333333
2007-04-16,1478.375,1472.0
2007-04-17,1483.3333333333335,1481.3333333333333
2007-04-18,1484.75,1483.25
2007-04-19,1483.5,1478.25
2007-04-20,1495.7083333333335,1488.8333333333333
2007-04-23,1494.125,1496.75
2007-04-24,1492.625,1490.0
2007-04-25,1503.875,1498.25
2007-04-26,1507.2083333333335,1505.5833333333333
2007-04-27,1506.0416666666665,1503.1666666666667
2007-04-30,1496.1666666666665,1504.1666666666667
2007-05-01,1496.0416666666665,1490.9166666666667
2007-05-02,1505.125,1502.5
2007-05-03,1511.8333333333335,1507.5833333333333
2007-05-04,1518.5,1516.25
2007-05-07,1519.3333333333335,1519.5833333333333
2007-05-08,1516.4583333333335,1514.0833333333333
2007-05-09,1519.7916666666665,1517.6666666666667
2007-05-10,1506.4583333333335,1513.0833333333333
2007-05-11,1514.625,1506.75
2007-05-14,1514.0,1514.75
2007-05-15,1514.4583333333335,1517.3333333333333
2007-05-16,1521.0833333333335,1515.3333333333333
2007-05-17,1520.9583333333335,1523.0833333333333
2007-05-18,1530.6666666666665,1523.6666666666667
2007-05-21,1533.7083333333335,1535.8333333333333
2007-05-22,1531.5416666666665,1535.4166666666667
2007-05-23,1531.9583333333335,1536.3333333333333
2007-05-24,1519.375,1528.0
2007-05-25,1521.625,1519.75
2007-05-29,1526.4583333333335,1523.3333333333333
2007-05-30,1535.5416666666665,1525.1666666666667
2007-05-31,1538.375,1539.5
2007-06-01,1543.9583333333335,1542.3333333333333
2007-06-04,1544.5,1542.25
2007-06-05,1538.875,1539.25
2007-06-06,1524.5,1533.5
2007-06-07,1499.75,1516.25
2007-06-08,1508.625,1495.5
2007-06-11,1515.4583333333335,1515.3333333333333
2007-06-12,1501.0833333333335,1510.3333333333333
2007-06-13,1516.375,1504.0
2007-06-14,1528.3333333333335,1524.0833333333333
2007-06-15,1537.643310546875,1533.3033447265625
2007-06-18,1551.7916666666665,1554.1666666666667
2007-06-19,1552.875,1549.5
2007-06-20,1536.25,1549.0
2007-06-21,1538.0,1529.75
2007-06-22,1526.9166666666665,1531.1666666666667
2007-06-25,1519.5,1522.5
2007-06-26,1506.2916666666665,1516.9166666666667
2007-06-27,1519.6666666666665,1506.6666666666667
2007-06-28,1523.75,1528.25
2007-06-29,1521.125,1523.0
2007-07-02,1533.5833333333335,1526.3333333333333
2007-07-05,1539.5416666666665,1539.6666666666667
2007-07-06,1545.875,1541.0
2007-07-09,1547.3333333333335,1546.8333333333333
2007-07-10,1528.8333333333335,1540.3333333333333
2007-07-11,1533.5,1526.0
2007-07-12,1556.9583333333335,1545.5833333333333
2007-07-13,1564.875,1564.5
2007-07-16,1565.2916666666665,1566.9166666666667
2007-07-17,1564.25,1565.75
2007-07-18,1558.25,1553.75
2007-07-19,1563.75,1560.75
2007-07-20,1551.5,1556.0
2007-07-23,1554.2916666666665,1555.1666666666667
2007-07-24,1531.375,1543.0
2007-07-25,1528.625,1525.25
2007-07-26,1497.0833333333335,1509.3333333333333
2007-07-27,1469.2916666666665,1488.1666666666667
2007-07-30,1482.125,1471.25
2007-07-31,1471.6666666666665,1485.6666666666667
2007-08-01,1471.2083333333335,1459.8333333333333
2007-08-02,1484.0833333333335,1476.0833333333333
2007-08-03,1453.75,1471.0
2007-08-06,1467.7916666666665,1452.9166666666667
2007-08-07,1485.9166666666665,1481.1666666666667
2007-08-08,1506.1666666666665,1497.6666666666667
2007-08-09,1470.5,1493.0
2007-08-10,1455.9166666666665,1455.6666666666667
2007-08-13,1462.6666666666665,1470.6666666666667
2007-08-14,1443.3333333333335,1455.5833333333333
2007-08-15,1423.9583333333335,1437.3333333333333
2007-08-16,1422.5833333333335,1401.8333333333333
2007-08-17,1450.1666666666665,1435.6666666666667
2007-08-20,1452.9166666666665,1449.6666666666667
2007-08-21,1455.2083333333335,1455.0833333333333
2007-08-22,1470.5416666666665,1460.9166666666667
2007-08-23,1472.7916666666665,1476.6666666666667
2007-08-24,1484.6666666666665,1473.1666666666667
2007-08-27,1476.75,1482.75
2007-08-28,1448.0416666666665,1462.4166666666667
2007-08-29,1465.7083333333335,1451.3333333333333
2007-08-30,1466.6666666666665,1467.1666666666667
2007-08-31,1480.5,1476.75
2007-09-04,1492.625,1487.0
2007-09-05,1482.2916666666665,1484.6666666666667
2007-09-06,1483.6666666666665,1481.1666666666667
2007-09-07,1466.5833333333335,1472.0833333333333
2007-09-10,1459.5416666666665,1457.4166666666667
2007-09-11,1474.7916666666665,1465.9166666666667
2007-09-12,1480.3333333333335,1477.5833333333333
2007-09-13,1488.6666666666665,1484.6666666666667
2007-09-14,1488.375,1483.5
2007-09-17,1482.4583333333335,1483.8333333333333
2007-09-18,1517.2083333333335,1493.8333333333333
2007-09-19,1533.7916666666665,1533.9166666666667
2007-09-20,1525.875,1529.25
2007-09-21,1535.3783365885415,1526.3733317057292
2007-09-24,1537.9583333333335,1541.5833333333333
2007-09-25,1532.7083333333335,1528.8333333333333
2007-09-26,1540.875,1539.75
2007-09-27,1548.125,1544.0
2007-09-28,1543.4166666666665,1544.6666666666667
2007-10-01,1558.7083333333335,1550.3333333333333
2007-10-02,1559.875,1561.0
2007-10-03,1556.0,1556.75
2007-10-04,1556.9583333333335,1556.0833333333333
2007-10-05,1572.8333333333335,1564.0833333333333
2007-10-08,1568.5416666666665,1570.9166666666667
2007-10-09,1578.8333333333335,1571.5833333333333
2007-10-10,1577.4166666666665,1574.9166666666667
2007-10-11,1572.3333333333335,1578.5833333333333
2007-10-12,1577.0,1569.5
2007-10-15,1566.1666666666665,1568.9166666666667
2007-10-16,1554.5,1560.5
2007-10-17,1555.875,1551.0
2007-10-18,1552.0,1552.75
2007-10-19,1517.9166666666665,1539.4166666666667
2007-10-22,1515.375,1506.0
2007-10-23,1528.2916666666665,1521.6666666666667
2007-10-24,1522.9583333333335,1510.8333333333333
2007-10-25,1527.5416666666665,1520.1666666666667
2007-10-26,1544.1666666666665,1534.1666666666667
2007-10-29,1551.625,1550.5
2007-10-30,1542.7916666666665,1548.1666666666667
2007-10-31,1557.0833333333335,1548.3333333333333
2007-11-01,1526.4166666666665,1543.4166666666667
2007-11-02,1520.2916666666665,1513.6666666666667
2007-11-05,1510.4166666666665,1510.1666666666667
2007-11-06,1526.5833333333335,1516.3333333333333
2007-11-07,1494.125,1513.25
2007-11-08,1479.5,1476.5
2007-11-09,1463.6666666666665,1474.6666666666667
2007-11-12,1449.9583333333335,1464.0833333333333
2007-11-13,1481.0833333333335,1459.5833333333333
2007-11-14,1484.7916666666665,1490.1666666666667
2007-11-15,1465.125,1471.5
2007-11-16,1464.2083333333335,1461.0833333333333
2007-11-19,1446.5,1458.5
2007-11-20,1448.75,1442.0
2007-11-21,1427.6666666666665,1442.4166666666667
2007-11-26,1421.3333333333335,1442.5833333333333
2007-11-27,1429.1666666666665,1422.1666666666667
2007-11-28,1467.9166666666665,1445.1666666666667
2007-11-29,1475.625,1473.0
2007-11-30,1487.625,1484.25
2007-12-03,1481.7083333333335,1485.3333333333333
2007-12-04,1470.25,1476.25
2007-12-05,1488.3333333333335,1477.3333333333333
2007-12-06,1508.7916666666665,1497.6666666666667
2007-12-07,1512.5,1513.25
2007-12-10,1521.125,1513.25
2007-12-11,1490.75,1514.0
2007-12-12,1496.125,1498.75
2007-12-13,1490.6666666666665,1483.6666666666667
2007-12-14,1477.25,1490.0
2007-12-17,1454.7916666666665,1464.6666666666667
2007-12-18,1458.375,1451.25
2007-12-19,1459.25,1460.0
2007-12-20,1466.25,1458.0
2007-12-21,1478.2166341145835,1473.0166829427083
2007-12-26,1513.2083333333335,1508.5833333333333
2007-12-27,1497.5,1505.75
2007-12-28,1492.6666666666665,1499.1666666666667
2007-12-31,1483.1666666666665,1485.9166666666667
2008-01-02,1465.9583333333335,1473.3333333333333
2008-01-03,1463.4583333333335,1462.5833333333333
2008-01-04,1433.7916666666665,1451.1666666666667
2008-01-07,1426.375,1426.0
2008-01-08,1408.125,1426.5
2008-01-09,1412.9166666666665,1402.1666666666667
2008-01-10,1425.2916666666665,1423.1666666666667
2008-01-11,1414.1666666666665,1418.4166666666667
2008-01-14,1422.25,1413.25
2008-01-15,1398.2916666666665,1414.1666666666667
2008-01-16,1383.3333333333335,1390.3333333333333
2008-01-17,1352.0416666666665,1373.9166666666667
2008-01-18,1334.5416666666665,1347.4166666666667
2008-01-22,1309.0,1293.25
2008-01-23,1333.5833333333335,1294.8333333333333
2008-01-24,1354.9166666666665,1347.9166666666667
2008-01-25,1344.1666666666665,1359.6666666666667
2008-01-28,1352.75,1332.5
2008-01-29,1365.875,1362.5
2008-01-30,1361.125,1378.0
2008-01-31,1377.7916666666665,1357.6666666666667
2008-02-01,1397.9166666666665,1385.6666666666667
2008-02-04,1387.1666666666665,1397.4166666666667
2008-02-05,1353.625,1369.75
2008-02-06,1338.0,1347.0
2008-02-07,1342.0416666666665,1332.4166666666667
2008-02-08,1335.9583333333335,1338.0833333333333
2008-02-11,1340.9583333333335,1334.0833333333333
2008-02-12,1354.2083333333335,1352.5833333333333
2008-02-13,1366.5,1359.75
2008-02-14,1358.7916666666665,1367.1666666666667
2008-02-15,1354.875,1350.75
2008-02-19,1361.1666666666665,1363.1666666666667
2008-02-20,1360.5833333333335,1350.3333333333333
2008-02-21,1354.4166666666665,1361.6666666666667
2008-02-22,1356.0833333333335,1342.8333333333333
2008-02-25,1373.0249837239585,1362.3000081380208
2008-02-26,1385.5416666666665,1378.9166666666667
2008-02-27,1385.5,1385.5
2008-02-28,1373.0,1379.75
2008-02-29,1341.2083333333335,1356.0833333333333
2008-03-03,1335.625,1331.5
2008-03-04,1330.4166666666665,1325.6666666666667
2008-03-05,1339.5416666666665,1336.6666666666667
2008-03-06,1317.875,1332.5
2008-03-07,1300.2916666666665,1307.9166666666667
2008-03-10,1284.0,1294.5
2008-03-11,1320.375,1294.5
2008-03-12,1318.375,1330.0
2008-03-13,1314.5833333333335,1303.5833333333333
2008-03-14,1300.6666666666665,1313.1666666666667
2008-03-17,1285.3333333333335,1290.8333333333333
2008-03-18,1321.75,1274.5
2008-03-19,1310.375,1331.0
2008-03-20,1305.885009765625,1300.6199951171875
2008-03-24,1353.7916666666665,1345.6666666666667
2008-03-25,1356.25,1355.5
2008-03-26,1342.9583333333335,1350.3333333333333
2008-03-27,1337.25,1344.75
2008-03-28,1326.7083333333335,1334.8333333333333
2008-03-31,1327.6666666666665,1323.6666666666667
2008-04-01,1366.7083333333335,1340.3333333333333
2008-04-02,1376.1666666666665,1376.6666666666667
2008-04-03,1376.875,1372.0
2008-04-04,1378.375,1382.5
2008-04-07,1379.625,1386.75
2008-04-08,1374.75,1371.0
2008-04-09,1366.625,1370.75
2008-04-10,1366.9166666666665,1364.4166666666667
2008-04-11,1345.4583333333335,1360.3333333333333
2008-04-14,1336.3333333333335,1336.5833333333333
2008-04-15,1339.625,1335.5
2008-04-16,1370.4583333333335,1353.8333333333333
2008-04-17,1375.3333333333335,1369.5833333333333
2008-04-18,1391.7083333333335,1387.8333333333333
2008-04-21,1392.9583333333335,1392.0833333333333
2008-04-22,1385.75,1385.75
2008-04-23,1384.4166666666665,1387.1666666666667
2008-04-24,1390.2083333333335,1387.8333333333333
2008-04-25,1399.875,1393.5
2008-04-28,1403.0416666666665,1404.6666666666667
2008-04-29,1396.8333333333335,1398.5833333333333
2008-04-30,1394.0833333333335,1403.3333333333333
2008-05-01,1411.75,1397.5
2008-05-02,1421.0,1421.75
2008-05-05,1413.5,1414.25
2008-05-06,1422.0416666666665,1410.9166666666667
2008-05-07,1404.25,1416.25
2008-05-08,1398.375,1402.5
2008-05-09,1393.5,1392.0
2008-05-12,1406.7083333333335,1397.5833333333333
2008-05-13,1409.375,1408.25
2008-05-14,1413.5416666666665,1415.9166666666667
2008-05-15,1426.4166666666665,1417.1666666666667
2008-05-16,1429.5416666666665,1425.9166666666667
2008-05-19,1435.2916666666665,1436.9166666666667
2008-05-20,1423.0416666666665,1424.6666666666667
2008-05-21,1401.8333333333335,1413.3333333333333
2008-05-22,1398.8333333333335,1400.5833333333333
2008-05-23,1381.9583333333335,1392.3333333333333
2008-05-27,1387.875,1382.25
2008-05-28,1394.5,1388.5
2008-05-29,1402.4583333333335,1401.5833333333333
2008-05-30,1405.3333333333335,1404.8333333333333
2008-06-02,1391.75,1395.5
2008-06-03,1384.4583333333335,1387.3333333333333
2008-06-04,1383.25,1385.5
2008-06-05,1405.375,1390.75
2008-06-06,1372.9166666666665,1398.1666666666667
2008-06-09,1367.6666666666665,1365.1666666666667
2008-06-10,1361.5833333333335,1362.5833333333333
2008-06-11,1345.25,1358.75
